,index,Year,Name,CategoryName,SubCategoryName,ServicesIndex,AppliestoAllIndex,ResidentIndex,PaymentOutwardsIndex,ExchangeRateMeasuresIndex,NonResidentIndex,PaymentInwardsIndex,FinancialSectorIndex,CapitalAccountIndex,TradeInwardsIndex,TradeOutwardsIndex,GoodsIndex,ddExchangeRateMeasures,ddServices,ddGoods,ddFinancialSector,ddCapitalAccount,ddAppliestoAll,ddResident,ddNonResident,ddPaymentInwards,ddPaymentOutwards,ddTradeInwards,ddTradeOutwards,TotWeight,TotalIndex,ECLI
237,237,2020,Angola,EXCHANGE RATE MEASURES AND ARRANGEMENTS,EXCHANGE RATE REGIME,0.0,0.0,0.26,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.26,0.48,0.0,0.48,0.0,0.0,0.0,0.48,0.0,0.48,0.0,0.0,0.0,1.92,0.78,40.62500000000001
238,238,2020,Angola,EXPORTS AND EXPORT PROCEEDS,DOCUMENTATION REQUIREMENTS,0.0,0.0,2.3,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,2.3,0.0,0.0,18.4,0.0,0.0,0.0,18.4,0.0,18.4,0.0,0.0,0.0,55.199999999999996,6.8999999999999995,12.5
239,239,2020,Angola,EXPORTS AND EXPORT PROCEEDS,EXPORT LICENSING REQUIREMENTS,0.0,0.0,2.04,0.0,0.0,0.0,2.04,0.0,0.0,0.0,0.0,2.04,0.0,0.0,32.32,0.0,0.0,0.0,32.32,0.0,32.32,0.0,0.0,0.0,96.96000000000001,6.12,6.311881188118812
240,240,2020,Angola,EXPORTS AND EXPORT PROCEEDS,EXPORT TAXES ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
241,241,2020,Angola,EXPORTS AND EXPORT PROCEEDS,FINANCING REQUIREMENTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
242,242,2020,Angola,EXPORTS AND EXPORT PROCEEDS,OTHER EXPORTS,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,2.4,0.31,12.916666666666668
243,243,2020,Angola,EXPORTS AND EXPORT PROCEEDS,REPATRIATION REQUIREMENTS,0.0,0.0,2.08,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,2.08,0.0,0.0,64.64,0.0,0.0,0.0,64.64,0.0,64.64,0.0,0.0,0.0,193.92000000000002,6.24,3.217821782178218
244,244,2020,Angola,GOLD (COINS AND/OR BULLION),GOLD (COINS AND/OR BULLION),0.0,0.0,0.96,0.0,0.0,0.0,2.79,0.0,0.0,0.0,0.96,0.96,0.0,0.0,32.0,0.0,0.0,0.0,32.0,0.0,28.240000000000002,0.0,0.0,32.0,124.24000000000001,5.67,4.563747585318738
245,245,2020,Angola,IMPORTS AND PAYMENT ARRANGEMENTS,DOCUMENTATION REQUIREMENTS,0.0,0.0,1.78,1.78,0.0,0.0,2.42,0.0,0.0,0.0,0.0,1.78,0.0,0.0,10.24,0.0,0.0,0.0,10.24,0.0,17.36,10.24,0.0,0.0,48.080000000000005,7.760000000000001,16.139767054908486
246,246,2020,Angola,IMPORTS AND PAYMENT ARRANGEMENTS,FINANCING REQUIREMENTS,0.0,0.0,0.0,0.0,0.0,0.0,7.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.480000000000004,0.0,0.0,0.0,56.480000000000004,7.09,12.553116147308781
247,247,2020,Angola,IMPORTS AND PAYMENT ARRANGEMENTS,IMPORT LICENSING REQUIREMENTS,0.0,0.0,3.04,0.0,0.0,0.0,0.76,0.0,0.0,3.04,0.0,3.04,0.0,0.0,32.32,0.0,0.0,0.0,32.32,0.0,8.08,0.0,32.32,0.0,105.03999999999999,9.879999999999999,9.405940594059405
248,248,2020,Angola,IMPORTS AND PAYMENT ARRANGEMENTS,OTHER IMPORTS,0.0,0.0,0.0,0.0,0.0,0.0,2.24,0.0,0.0,0.0,0.0,0.51,0.0,3.76,3.76,0.0,0.0,0.0,0.0,0.0,16.4,0.0,0.0,0.0,23.919999999999998,2.75,11.49665551839465
249,249,2020,Angola,INVISIBLE TRANSACTIONS AND CURRENT TRANSFERS (PAYM,CURRENT TRANSFERS,3.8,0.0,3.8,0.0,0.0,0.0,2.54,0.0,0.0,0.0,3.8,2.54,0.0,20.32,20.32,0.0,0.0,0.0,30.4,0.0,20.32,0.0,0.0,30.4,121.75999999999999,16.48,13.534822601839686
250,250,2020,Angola,INVISIBLE TRANSACTIONS AND CURRENT TRANSFERS (PAYM,INCOME,0.0,0.0,1.0,1.0,0.0,0.0,2.75,0.0,1.0,0.0,0.0,2.75,0.0,20.0,22.0,0.0,8.0,0.0,8.0,0.0,22.0,8.0,0.0,0.0,88.0,8.5,9.659090909090908
251,251,2020,Angola,INVISIBLE TRANSACTIONS AND CURRENT TRANSFERS (PAYM,OTHER SERVICES,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.0,0.0,0.0,2.52,0.0,20.16,20.16,0.0,0.0,0.0,0.0,0.0,20.16,0.0,0.0,0.0,60.480000000000004,5.04,8.333333333333332
252,252,2020,Angola,INVISIBLE TRANSACTIONS AND CURRENT TRANSFERS (PAYM,TRAVEL,2.4,5.199999999999999,5.68,0.0,0.0,2.5999999999999996,8.35,0.0,0.0,1.4,3.8,9.46,0.0,56.72,75.28,0.0,0.0,30.400000000000002,48.8,15.200000000000001,73.28,0.0,11.200000000000001,19.200000000000003,330.0799999999999,38.89,11.781992244304414
253,253,2021,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,BANKING SUPERVISION REQUIREMENTS (PRUDENTIAL MEASU,0.0,2.66,2.66,0.0,0.0,0.0,2.66,0.0,0.0,0.0,0.0,2.42,0.0,0.0,16.16,0.0,0.0,21.28,21.28,0.0,21.28,0.0,0.0,0.0,80.0,10.4,13.0
254,254,2021,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,CAPITAL TRANSACTIONS,0.0,0.0,2.79,0.0,0.0,0.0,5.08,0.0,0.0,0.0,0.0,6.1,0.0,8.0,48.4,0.0,0.0,0.0,22.16,0.0,40.32,0.0,0.0,0.0,118.88,13.969999999999999,11.751345895020188
255,255,2021,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,COMMERCIAL BANKS AND OTHER CREDIT INSTITUTIONS,0.0,0.0,12.88,1.36,0.0,0.0,12.370000000000001,12.88,0.0,0.0,0.0,5.09,0.0,0.0,28.48,66.56,0.0,0.0,66.56,0.0,61.44,10.88,0.0,0.0,233.92000000000002,44.58,19.0577975376197
256,256,2021,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,FINANCIAL INWARD,0.0,4.08,6.17,0.0,0.0,1.92,6.51,0.0,1.92,0.0,0.0,4.64,0.0,0.0,39.28,0.0,17.6,32.64,51.6,17.6,54.32,0.0,0.0,0.0,213.04,25.240000000000002,11.84754036800601
257,257,2021,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,FINANCIAL OTHER,0.0,0.0,3.04,0.0,0.0,0.0,6.6,0.0,3.04,0.0,0.0,6.87,0.0,40.72,56.88,0.0,32.32,0.0,32.32,0.0,60.72,0.0,0.0,0.0,222.95999999999998,19.55,8.76838894869035
258,258,2021,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,FINANCIAL OUTWARD,3.2,6.12,34.519999999999996,32.48,0.0,0.0,25.97,0.0,23.16,0.0,0.0,29.03,0.0,14.799999999999999,236.56,0.0,207.04,48.64,298.72,0.0,212.24,282.56,0.0,0.0,1300.56,154.48,11.877960263271206
259,259,2021,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,INSTITUTIONAL INVESTORS (PENSION FUNDS AND INSURAN,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,1.53,0.0,0.0,9.120000000000001,0.0,0.0,0.0,0.0,0.0,3.04,0.0,0.0,0.0,12.16,2.04,16.776315789473685
260,260,2021,Angola,EXCHANGE RATE MEASURES AND ARRANGEMENTS,EXCHANGE RATE REGIME,0.0,0.0,0.26,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.26,0.48,0.0,0.48,0.0,0.0,0.0,0.48,0.0,0.48,0.0,0.0,0.0,1.92,0.78,40.62500000000001
261,261,2021,Angola,EXPORTS AND EXPORT PROCEEDS,DOCUMENTATION REQUIREMENTS,0.0,0.0,2.3,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,2.3,0.0,0.0,18.4,0.0,0.0,0.0,18.4,0.0,18.4,0.0,0.0,0.0,55.199999999999996,6.8999999999999995,12.5
262,262,2021,Angola,EXPORTS AND EXPORT PROCEEDS,EXPORT LICENSING REQUIREMENTS,0.0,0.0,2.04,0.0,0.0,0.0,2.04,0.0,0.0,0.0,0.0,2.04,0.0,0.0,32.32,0.0,0.0,0.0,32.32,0.0,32.32,0.0,0.0,0.0,96.96000000000001,6.12,6.311881188118812
263,263,2021,Angola,EXPORTS AND EXPORT PROCEEDS,EXPORT TAXES ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
264,264,2021,Angola,EXPORTS AND EXPORT PROCEEDS,FINANCING REQUIREMENTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
265,265,2021,Angola,EXPORTS AND EXPORT PROCEEDS,OTHER EXPORTS,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,2.4,0.31,12.916666666666668
266,266,2021,Angola,EXPORTS AND EXPORT PROCEEDS,REPATRIATION REQUIREMENTS,0.0,0.0,2.08,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,2.08,0.0,0.0,64.64,0.0,0.0,0.0,64.64,0.0,64.64,0.0,0.0,0.0,193.92000000000002,6.24,3.217821782178218
267,267,2021,Angola,GOLD (COINS AND/OR BULLION),GOLD (COINS AND/OR BULLION),0.0,0.0,0.96,0.0,0.0,0.0,2.79,0.0,0.0,0.0,0.96,0.96,0.0,0.0,32.0,0.0,0.0,0.0,32.0,0.0,28.240000000000002,0.0,0.0,32.0,124.24000000000001,5.67,4.563747585318738
268,268,2021,Angola,IMPORTS AND PAYMENT ARRANGEMENTS,DOCUMENTATION REQUIREMENTS,0.0,0.0,1.78,1.78,0.0,0.0,2.42,0.0,0.0,0.0,0.0,1.78,0.0,0.0,10.24,0.0,0.0,0.0,10.24,0.0,17.36,10.24,0.0,0.0,48.080000000000005,7.760000000000001,16.139767054908486
269,269,2021,Angola,IMPORTS AND PAYMENT ARRANGEMENTS,FINANCING REQUIREMENTS,0.0,0.0,0.0,0.0,0.0,0.0,7.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.480000000000004,0.0,0.0,0.0,56.480000000000004,7.09,12.553116147308781
270,270,2021,Angola,IMPORTS AND PAYMENT ARRANGEMENTS,IMPORT LICENSING REQUIREMENTS,0.0,0.0,3.04,0.0,0.0,0.0,0.76,0.0,0.0,3.04,0.0,3.04,0.0,0.0,32.32,0.0,0.0,0.0,32.32,0.0,8.08,0.0,32.32,0.0,105.03999999999999,9.879999999999999,9.405940594059405
271,271,2021,Angola,IMPORTS AND PAYMENT ARRANGEMENTS,OTHER IMPORTS,0.0,0.0,0.0,0.0,0.0,0.0,2.24,0.0,0.0,0.0,0.0,0.51,0.0,3.7600000000000002,3.7600000000000002,0.0,0.0,0.0,0.0,0.0,16.4,0.0,0.0,0.0,23.919999999999998,2.75,11.49665551839465
272,272,2021,Angola,INVISIBLE TRANSACTIONS AND CURRENT TRANSFERS (PAYM,CURRENT TRANSFERS,3.8,0.0,3.8,0.0,0.0,0.0,2.54,0.0,0.0,0.0,3.8,2.54,0.0,20.32,20.32,0.0,0.0,0.0,30.4,0.0,20.32,0.0,0.0,30.4,121.75999999999999,16.48,13.534822601839686
273,273,2021,Angola,INVISIBLE TRANSACTIONS AND CURRENT TRANSFERS (PAYM,INCOME,0.0,0.0,1.0,1.0,0.0,0.0,2.75,0.0,1.0,0.0,0.0,2.75,0.0,20.0,22.0,0.0,8.0,0.0,8.0,0.0,22.0,8.0,0.0,0.0,88.0,8.5,9.659090909090908
274,274,2021,Angola,INVISIBLE TRANSACTIONS AND CURRENT TRANSFERS (PAYM,OTHER SERVICES,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.0,0.0,0.0,2.52,0.0,20.16,20.16,0.0,0.0,0.0,0.0,0.0,20.16,0.0,0.0,0.0,60.480000000000004,5.04,8.333333333333332
275,275,2021,Angola,INVISIBLE TRANSACTIONS AND CURRENT TRANSFERS (PAYM,TRAVEL,2.4,5.199999999999999,5.68,0.0,0.0,2.5999999999999996,8.35,0.0,0.0,1.4,3.8,9.46,0.0,56.72,75.28,0.0,0.0,30.400000000000002,48.8,15.200000000000001,73.28,0.0,11.200000000000001,19.200000000000003,330.0799999999999,38.89,11.781992244304414
276,276,2022,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,BANKING SUPERVISION REQUIREMENTS (PRUDENTIAL MEASU,0.0,2.66,2.66,0.0,0.0,0.0,2.66,0.0,0.0,0.0,0.0,2.42,0.0,0.0,16.16,0.0,0.0,21.28,21.28,0.0,21.28,0.0,0.0,0.0,80.0,10.4,13.0
277,277,2022,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,CAPITAL TRANSACTIONS,0.0,0.0,2.79,0.0,0.0,0.0,5.08,0.0,0.0,0.0,0.0,6.1,0.0,8.0,48.4,0.0,0.0,0.0,22.16,0.0,40.32,0.0,0.0,0.0,118.88,13.969999999999999,11.751345895020188
278,278,2022,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,COMMERCIAL BANKS AND OTHER CREDIT INSTITUTIONS,0.0,0.0,12.88,1.36,0.0,0.0,12.370000000000001,12.88,0.0,0.0,0.0,5.09,0.0,0.0,28.48,66.56,0.0,0.0,66.56,0.0,61.440000000000005,10.88,0.0,0.0,233.92000000000002,44.58,19.0577975376197
279,279,2022,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,FINANCIAL INWARD,0.0,4.08,6.17,0.0,0.0,1.9200000000000002,6.51,0.0,1.9200000000000002,0.0,0.0,4.64,0.0,0.0,39.28,0.0,17.6,32.64,51.6,17.6,54.32,0.0,0.0,0.0,213.04,25.240000000000002,11.84754036800601
280,280,2022,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,FINANCIAL OTHER,0.0,0.0,3.04,0.0,0.0,0.0,6.6,0.0,3.04,0.0,0.0,6.87,0.0,40.72,56.88,0.0,32.32,0.0,32.32,0.0,60.72,0.0,0.0,0.0,222.95999999999998,19.55,8.76838894869035
281,281,2022,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,FINANCIAL OUTWARD,3.2,6.12,34.52,32.48,0.0,0.0,25.97,0.0,23.16,0.0,0.0,29.03,0.0,14.8,236.56,0.0,207.04,48.64,298.72,0.0,212.24,282.56,0.0,0.0,1300.56,154.48,11.877960263271206
282,282,2022,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,INSTITUTIONAL INVESTORS (PENSION FUNDS AND INSURAN,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,1.53,0.0,0.0,9.120000000000001,0.0,0.0,0.0,0.0,0.0,3.04,0.0,0.0,0.0,12.16,2.04,16.776315789473685
283,283,2022,Angola,EXCHANGE RATE MEASURES AND ARRANGEMENTS,EXCHANGE RATE REGIME,0.0,0.0,0.26,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.26,0.48,0.0,0.48,0.0,0.0,0.0,0.48,0.0,0.48,0.0,0.0,0.0,1.92,0.78,40.62500000000001
284,284,2022,Angola,EXPORTS AND EXPORT PROCEEDS,DOCUMENTATION REQUIREMENTS,0.0,0.0,2.3,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,2.3,0.0,0.0,18.4,0.0,0.0,0.0,18.4,0.0,18.4,0.0,0.0,0.0,55.199999999999996,6.8999999999999995,12.5
285,285,2022,Angola,EXPORTS AND EXPORT PROCEEDS,EXPORT LICENSING REQUIREMENTS,0.0,0.0,2.04,0.0,0.0,0.0,2.04,0.0,0.0,0.0,0.0,2.04,0.0,0.0,32.32,0.0,0.0,0.0,32.32,0.0,32.32,0.0,0.0,0.0,96.96000000000001,6.12,6.311881188118812
286,286,2022,Angola,EXPORTS AND EXPORT PROCEEDS,EXPORT TAXES ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
287,287,2022,Angola,EXPORTS AND EXPORT PROCEEDS,FINANCING REQUIREMENTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
288,288,2022,Angola,EXPORTS AND EXPORT PROCEEDS,OTHER EXPORTS,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,2.4,0.31,12.916666666666668
289,289,2022,Angola,EXPORTS AND EXPORT PROCEEDS,REPATRIATION REQUIREMENTS,0.0,0.0,2.08,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,2.08,0.0,0.0,64.64,0.0,0.0,0.0,64.64,0.0,64.64,0.0,0.0,0.0,193.92000000000002,6.24,3.217821782178218
290,290,2022,Angola,GOLD (COINS AND/OR BULLION),GOLD (COINS AND/OR BULLION),0.0,0.0,0.96,0.0,0.0,0.0,2.79,0.0,0.0,0.0,0.96,0.96,0.0,0.0,32.0,0.0,0.0,0.0,32.0,0.0,28.240000000000002,0.0,0.0,32.0,124.24000000000001,5.67,4.563747585318738
291,291,2022,Angola,IMPORTS AND PAYMENT ARRANGEMENTS,DOCUMENTATION REQUIREMENTS,0.0,0.0,1.78,1.78,0.0,0.0,2.42,0.0,0.0,0.0,0.0,1.78,0.0,0.0,10.24,0.0,0.0,0.0,10.24,0.0,17.36,10.24,0.0,0.0,48.080000000000005,7.760000000000001,16.139767054908486
292,292,2022,Angola,IMPORTS AND PAYMENT ARRANGEMENTS,FINANCING REQUIREMENTS,0.0,0.0,0.0,0.0,0.0,0.0,7.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.480000000000004,0.0,0.0,0.0,56.480000000000004,7.09,12.553116147308781
293,293,2022,Angola,IMPORTS AND PAYMENT ARRANGEMENTS,IMPORT LICENSING REQUIREMENTS,0.0,0.0,3.04,0.0,0.0,0.0,0.76,0.0,0.0,3.04,0.0,3.04,0.0,0.0,32.32,0.0,0.0,0.0,32.32,0.0,8.08,0.0,32.32,0.0,105.03999999999999,9.879999999999999,9.405940594059405
294,294,2022,Angola,IMPORTS AND PAYMENT ARRANGEMENTS,OTHER IMPORTS,0.0,0.0,0.0,0.0,0.0,0.0,2.24,0.0,0.0,0.0,0.0,0.51,0.0,3.7600000000000002,3.7600000000000002,0.0,0.0,0.0,0.0,0.0,16.4,0.0,0.0,0.0,23.919999999999998,2.75,11.49665551839465
295,295,2022,Angola,INVISIBLE TRANSACTIONS AND CURRENT TRANSFERS (PAYM,CURRENT TRANSFERS,3.8,0.0,3.8,0.0,0.0,0.0,2.54,0.0,0.0,0.0,3.8,2.54,0.0,20.32,20.32,0.0,0.0,0.0,30.4,0.0,20.32,0.0,0.0,30.4,121.75999999999999,16.48,13.534822601839686
296,296,2022,Angola,INVISIBLE TRANSACTIONS AND CURRENT TRANSFERS (PAYM,INCOME,0.0,0.0,1.0,1.0,0.0,0.0,2.75,0.0,1.0,0.0,0.0,2.75,0.0,20.0,22.0,0.0,8.0,0.0,8.0,0.0,22.0,8.0,0.0,0.0,88.0,8.5,9.659090909090908
297,297,2022,Angola,INVISIBLE TRANSACTIONS AND CURRENT TRANSFERS (PAYM,OTHER SERVICES,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.0,0.0,0.0,2.52,0.0,20.16,20.16,0.0,0.0,0.0,0.0,0.0,20.16,0.0,0.0,0.0,60.480000000000004,5.04,8.333333333333332
298,298,2022,Angola,INVISIBLE TRANSACTIONS AND CURRENT TRANSFERS (PAYM,TRAVEL,2.4,5.199999999999999,5.68,0.0,0.0,2.5999999999999996,8.35,0.0,0.0,1.4,3.8,9.46,0.0,56.72,75.28,0.0,0.0,30.400000000000002,48.8,15.200000000000001,73.28,0.0,11.200000000000001,19.200000000000003,330.0799999999999,38.89,11.781992244304414
299,299,2023,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,BANKING SUPERVISION REQUIREMENTS (PRUDENTIAL MEASU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.16,0.0,0.0,21.28,21.28,0.0,21.28,0.0,0.0,0.0,80.0,0.0,0.0
300,300,2023,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,CAPITAL TRANSACTIONS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,48.4,0.0,0.0,0.0,22.16,0.0,40.32,0.0,0.0,0.0,118.88,0.0,0.0
301,301,2023,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,COMMERCIAL BANKS AND OTHER CREDIT INSTITUTIONS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.48,66.56,0.0,0.0,66.56,0.0,61.44,10.88,0.0,0.0,233.92000000000002,0.0,0.0
302,302,2023,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,FINANCIAL INWARD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.28,0.0,17.6,32.64,51.6,17.6,54.32,0.0,0.0,0.0,213.04,0.0,0.0
303,303,2023,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,FINANCIAL OTHER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.72,56.88,0.0,32.32,0.0,32.32,0.0,60.72,0.0,0.0,0.0,222.95999999999998,0.0,0.0
304,304,2023,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,FINANCIAL OUTWARD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,236.56,0.0,207.04,48.64,298.72,0.0,212.24,282.56,0.0,0.0,1300.56,0.0,0.0
305,305,2023,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,INSTITUTIONAL INVESTORS (PENSION FUNDS AND INSURAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.120000000000001,0.0,0.0,0.0,0.0,0.0,3.04,0.0,0.0,0.0,12.16,0.0,0.0
306,306,2023,Angola,EXCHANGE RATE MEASURES AND ARRANGEMENTS,EXCHANGE RATE REGIME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.48,0.0,0.0,0.0,0.48,0.0,0.48,0.0,0.0,0.0,1.92,0.0,0.0
307,307,2023,Angola,EXPORTS AND EXPORT PROCEEDS,DOCUMENTATION REQUIREMENTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,18.4,0.0,18.4,0.0,0.0,0.0,55.199999999999996,0.0,0.0
308,308,2023,Angola,EXPORTS AND EXPORT PROCEEDS,EXPORT LICENSING REQUIREMENTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.32,0.0,0.0,0.0,32.32,0.0,32.32,0.0,0.0,0.0,96.96000000000001,0.0,0.0
309,309,2023,Angola,EXPORTS AND EXPORT PROCEEDS,EXPORT TAXES ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
310,310,2023,Angola,EXPORTS AND EXPORT PROCEEDS,FINANCING REQUIREMENTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
311,311,2023,Angola,EXPORTS AND EXPORT PROCEEDS,OTHER EXPORTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,2.4,0.0,0.0
312,312,2023,Angola,EXPORTS AND EXPORT PROCEEDS,REPATRIATION REQUIREMENTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.64,0.0,0.0,0.0,64.64,0.0,64.64,0.0,0.0,0.0,193.92000000000002,0.0,0.0
313,313,2023,Angola,GOLD (COINS AND/OR BULLION),GOLD (COINS AND/OR BULLION),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,32.0,0.0,28.240000000000002,0.0,0.0,32.0,124.24000000000001,0.0,0.0
314,314,2023,Angola,IMPORTS AND PAYMENT ARRANGEMENTS,DOCUMENTATION REQUIREMENTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.24,0.0,0.0,0.0,10.24,0.0,17.36,10.24,0.0,0.0,48.080000000000005,0.0,0.0
315,315,2023,Angola,IMPORTS AND PAYMENT ARRANGEMENTS,FINANCING REQUIREMENTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.48,0.0,0.0,0.0,56.48,0.0,0.0
316,316,2023,Angola,IMPORTS AND PAYMENT ARRANGEMENTS,IMPORT LICENSING REQUIREMENTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.32,0.0,0.0,0.0,32.32,0.0,8.08,0.0,32.32,0.0,105.03999999999999,0.0,0.0
